"Church Name","District Name",Mainkey,Churchcode,"Church Mail To",ReportStatus,Validate
"Cape Coral Alliance Church","The Alliance Southeast",308553,4212060,office@cape4christ.com,Completed,Y
"Carlisle Alliance Church","Eastern PA District C&MA",301321,0942130,church.office@CACfamily.org,Completed,Y
"Carman Road Community Church","Northeastern District C&MA",304582,2436590,daniel.forney@gmail.com,Completed,Y
"Cary Alliance Church","The Alliance South",307577,3637162,info@caryalliance.org,Completed,N
"Casa de Amor","Puerto Rico District C&MA",774241,3143008,pastor_tomas_acm@yahoo.com,Completed,Y
"Casa de Dios","Central Pacific District C&MA",722851,0606896,edwfg@hotmail.com,Completed,Y
"Casa de Esperanza ACM","Puerto Rico District C&MA",306805,3143650,casadeesperanza.acm@gmail.com,Completed,N
"Casa de Gracia","The Alliance Southeast",308947,4212650,,Completed,Y
"Casa Firme of the C&MA Church","Alliance South Central",721535,4848110,evagut2407@gmail.com,Completed,Y
"Casco Alliance Church","Alliance New England",303828,2123250,cascoalliance@gmail.com,Completed,Y
"Casper Alliance Church","Rocky Mountain District C&MA",307190,3356104,office@casperchurch.com,Completed,Y
"Cass Lake Alliance Church","North Central District C&MA",304858,2727045,casslake@gmail.com,Completed,Y
"Cassels C&MA Church","Eastern PA District C&MA",301484,0942410,casselschurch@comcast.net,Completed,Y
"Castlewood Alliance Church","Western PA District C&MA",310914,5742135,castlewoodcma@comcast.net,Completed,Y
"Catedral de La Esperanza","Puerto Rico District C&MA",306825,3143750,cadespr@gmail.com,Completed,Y
"Cecil Alliance Church","Western PA District C&MA",310919,5742140,office@cecilcma.org,Completed,Y
"Cedar Creek Alliance Chapel","Great Lakes District C&MA",728408,1026008,rwb.form@gmail.com,Completed,Y
"Cedar Point Church","MidAmerica District C&MA",349907,5419014,office@cedarpointchurch.org,Completed,Y
"Cedars Church","Central Pacific District C&MA",300738,0606161,cedarschurchoffice@gmail.com,Completed,Y
"Celebration Church","South Pacific Alliance",308335,3906675,garyetangeman@gmail.com,Completed,Y
"CenterPoint Church","Metropolitan District C&MA",711140,1236012,info@cpchurch.com,Completed,Y
"Centerville Community Church","Ohio Valley District C&MA",305770,2839088,office@centervillecommunity.org,Completed,N
"Central Alliance Church","The Alliance South",307333,3613229,centralalliance@windstream.net,Completed,N
"Central Alliance Church","Great Lakes District C&MA",301867,1026108,varanog@hotmail.com,Completed,Y
"Central Community Church","Rocky Mountain District C&MA",730102,3330012,philstombaugh@gmail.com,Completed,Y
"Central Florida Alliance Church","Hmong District C&MA",323313,7312160,,Completed,Y
"Central Grace Hmong Alliance Church","Hmong District C&MA",312205,7306668,,Completed,Y
"Central Pacific Coast Hmong Alliance Church","Hmong District C&MA",312192,7306390,secretary@cpchmongalliance.org,Completed,Y
"Central Valley Hmong Alliance Church","Hmong District C&MA",312190,7306372,Mang_hr@yahoo.com,Completed,Y
"Centre Church","Eastern PA District C&MA",348669,0942008,,Completed,Y
"Centro Cristiano","South Pacific Alliance",342455,3906035,,Completed,Y
"Centro Cristiano de Adoracion","Spanish Eastern District C&MA",313178,8744640,pastorhazael@gmail.com,Completed,Y
"Centro Cristiano Fairfield C&MA","The Alliance Midwest District",312918,1817134,dayalar@gmail.com,Completed,Y
"Centro Cristiano Midway of the C&MA","The Alliance Midwest District",312937,1817142,hlzamora49@icloud.com,Completed,Y
"Centro de Adoracion a Dios ACyM","The Alliance South",307314,3613165,iglesiaacmcad@yahoo.com,Completed,N
"Chambersburg Alliance Church","Eastern PA District C&MA",301326,0942140,jmcma777@gmail.com,Completed,Y
"Chanceford Alliance Church","Eastern PA District C&MA",301330,0942150,wible260@aol.com,Completed,Y
"Chapel Hill Church","Central District C&MA",300292,0339272,mail@chapelhillchurch.org,Completed,Y
"Chapel on the Hill","The Alliance Southeast",309106,4260400,chapelonthehillchurch@yahoo.com,Completed,Y
"Charleston Truth Alliance Church","Korean District C&MA",711943,7845017,pastorlim101@gmail.com,Completed,N
"Charlotte Hmong Alliance Church","Hmong District C&MA",312378,7337050,shoualthao@hotmail.com,Completed,Y
"Cherry Tree Alliance Church","Western PA District C&MA",311545,5742725,ctallch@verizon.net,Completed,Y
"Chester Alliance Church","Rocky Mountain District C&MA",306975,3330145,chesteralliancepastor@gmail.com,Completed,Y
"Chico Alliance Church","Alliance Northwest District C&MA",306340,3053120,office@chicocma.com,Completed,Y
"Chico Korean Church","Korean District C&MA",756546,7806011,leest22000@yahoo.com,Completed,N
"Chicora C&MA Church","Western PA District C&MA",310932,5742150,markwallace@zoominternet.net,Completed,Y
"Chinese Alliance Church","Eastern PA District C&MA",301652,0942667,dymlin@gmail.com,Completed,Y
"Chinese Alliance Church","The Alliance Southeast",308627,4212174,cacswfl@gmail.com,Completed,Y
"Chinese Alliance Church","Alliance New England",303724,2109075,chyelu@gmail.com,Completed,Y
"Chinese Alliance Church of Orange County","South Pacific Alliance",308160,3906231,leejohnmin@yahoo.com,Completed,Y
"Chinese Alliance Church of Pittsburgh","Western PA District C&MA",311402,5742597,lovecacp@gmail.com,Completed,Y
"Chinese Alliance Church of Westchester","Metropolitan District C&MA",302675,1236850,info@cacw.org,Completed,Y
"Chinese Christian Alliance Church","The Alliance Southeast",308962,4212674,ccactb@gmail.com,Completed,Y
"Chinese Christian Gospel Church of Naples","The Alliance Southeast",314278,4212465,ccgcnaplesflorida@gmail.com,Completed,Y
"Chinook Alliance Church","Rocky Mountain District C&MA",306980,3330159,chinookalliancechurch@gmail.com,Completed,Y
"Chippewa Alliance Church","Western PA District C&MA",310836,5742065,office@chippewaalliance.org,Completed,Y
"Christ Alliance Church","Western PA District C&MA",310796,5742025,christalliancechurch@gmail.com,Completed,Y
"Christ Cares Alliance Church","The Alliance Southeast",308678,4212282,ccacjax1@att.net,Completed,Y
"Christ Center Alliance Church","The Alliance Southeast",321362,4212962,chineseccac@gmail.com,Completed,Y
"Christ Centered Community Church","Central District C&MA",300260,0339200,sallen9289@gmail.com,Completed,Y
"Christ Chapel of C&MA","Alliance New England",303727,2109100,,Completed,Y
"Christ Church of the C&MA","The Alliance Midwest District",303217,1817256,info@christchurch-ap.org,"Not Started",N
"Christ Church of the Valley","The Alliance South",324446,3637140,christchurchotv@frontier.com,Completed,N
"Christ Community Alliance Church","Alliance New England",304141,2150400,forlow@gmail.com,Completed,Y
"Christ Community Bible Church C&MA","Ohio Valley District C&MA",305831,2839268,christcbchurch@yahoo.com,Completed,N
"Christ Community Chinese Alliance Church","Central Pacific District C&MA",300897,0606540,cccac.email@yahoo.com,Completed,Y
"Christ Community Church","Central District C&MA",724557,0339014,info@worshipccc.com,Completed,Y
"Christ Community Church","North Central District C&MA",305126,2727495,cccrochester@cccrochester.org,Completed,Y
"Christ Community Church","Metropolitan District C&MA",302285,1234412,office.ccc.newton@gmail.com,Completed,Y
"Christ Community Church","North Central District C&MA",304918,2727150,office@cccmn.org,Completed,Y
"Christ Community Church","The Alliance Southeast",308629,4212180,staff@cccfortmyers.org,Completed,Y
"Christ Community Church","Alliance South Central",309539,4840875,gkeithmiller@yahoo.com,Completed,Y
"Christ Community Church C&MA","MidAmerica District C&MA",310436,5431624,info@cccomaha.org,Completed,Y
"Christ Community Church C&MA","Eastern PA District C&MA",301368,0942210,tbgramling@verizon.net,Completed,Y
"Christ Fellowship Church","South Pacific Alliance",742292,3906058,bongcollado@gmail.com,Completed,Y
"Christ Proclamation Church C&MA","Mid-Atlantic District C&MA",303022,1551295,christproclamation777@gmail.com,Completed,Y
"Christ Redeemed Alliance Church","Hmong District C&MA",765756,7337018,christredeemedcma17@gmail.com,Completed,Y
"Christ Salvation Hmong Alliance Church","Hmong District C&MA",312327,7326300,DHAC48089@yahoo.com,Completed,Y
"Christ the Rock Fellowship of the C&MA","Alliance New England",303982,2125700,ctrf.cma@gmail.com,Completed,Y
"Christ Vision Ministries International","MidAmerica District C&MA",746122,5408014,cvmichurch@gmail.com,Completed,Y
"Christ's Community Church","Alliance Northwest District C&MA",723797,3053012,office@gfccchurch.org,Completed,Y
"Christ-Centered Community Church of the C&MA","Metropolitan District C&MA",752374,1234012,cccchurchcma@hotmail.com,Completed,Y
"Christian & Missionary Alliance Church","Alliance South Central",309482,4805600,russcma@suddenlinkmail.com,Completed,Y
"Christian Alliance Bible Church","South Pacific Alliance",308048,3906010,talktotin@yahoo.com,Completed,Y
"Christian Alliance Church","Central District C&MA",300472,0339731,willardcma@willardcma.org,Completed,Y
"Christian Community Church","South Pacific Alliance",307956,3904325,pastor@christiancommunitychurch.com,Completed,Y
"Christian Family Tabernacle","Central Pacific District C&MA",300845,0606446,mycftfamily@yahoo.com,Completed,Y
"Christian Fellowship Center of Philadelphia C&MA","Eastern PA District C&MA",343320,0942800,smpre7@yahoo.com,Completed,Y
"Christian Fellowship Church","Hmong District C&MA",741444,7355014,blongthao522@gmail.com,Completed,Y
"Christian Union Church","MidAmerica District C&MA",310460,5431718,etcase@bwtelcom.net,Completed,Y
"Church at the Shores","The Alliance South",309180,3601259,christine@genesisal.com,Completed,N
"Church of Emmanuel","Alliance New England",303935,2125300,office@coealliance.org,Completed,Y
"Church of the Lord","Korean District C&MA",312733,7848300,sanghagios@aol.com,Completed,Y
"Church of the Messiah of the C&MA","Metropolitan District C&MA",302641,1236716,churchny@gmail.com,Completed,Y
"Church of Thorne Bay","Alliance Northwest District C&MA",306053,3002690,chrchtnb@gmail.com,Completed,Y
"Church on the Hill","Korean District C&MA",344106,7834008,neulha79@gmail.com,Completed,N
"Church on The Rock","South Pacific Alliance",307994,3904600,financial@churchontherocktucson.com,Completed,Y
"City Alliance Church","Eastern PA District C&MA",721109,0942017,,Completed,Y
"City Chapel NYC","Metropolitan District C&MA",786536,1236029,jeremiah@citychapel.nyc,Completed,Y
"City Life Church of the C&MA","Metropolitan District C&MA",730084,1234016,preis1987@gmail.com,Completed,Y
"City of Light","Northeastern District C&MA",304339,2436210,thecity@cityoflightelmira.com,Completed,Y
"City On A Hill Church","Hmong District C&MA",740110,7326010,insous@gmail.com,Completed,Y
"Citylight Church of the C&MA","Eastern PA District C&MA",714830,0942003,info@citylightphilly.com,Completed,Y
"Citylight Council Bluffs Church","MidAmerica District C&MA",751266,5419007,info@citylightcb.org,Completed,Y
"Citylight Kansas City Church","MidAmerica District C&MA",769698,5429010,jason@citylightkc.org,Completed,Y
"Citylight Lincoln","MidAmerica District C&MA",755179,5431013,brittany@citylightlincoln.org,Completed,Y
"Citylight North Lincoln","MidAmerica District C&MA",776777,5431041,nate@citylightlincoln.org,Completed,Y
"Citylight South Lincoln Church","MidAmerica District C&MA",769699,5431018,info@citylightlincoln.org,Completed,Y
"Citylight Southwest Iowa","MidAmerica District C&MA",770611,5419005,matt@citylightswia.org,Completed,Y
"Citylight West Council Bluffs Church","MidAmerica District C&MA",778195,5419021,chuck@citylightwestcb.org,Completed,Y
"Clappertown C&MA Church","Western PA District C&MA",311274,5742495,clappertownalliance@centurylink.net,Completed,Y
"ClayHouse Alliance Church","MidAmerica District C&MA",309888,5408400,info@clayhouse.church,Completed,Y
"Cle Elum C&MA Church","Alliance Northwest District C&MA",306360,3053180,info@cleelumalliance.org,Completed,Y
"Clear Fork Alliance Church","Central District C&MA",300247,0339178,cforkalliance@aol.com,Completed,Y
"Clearfield Alliance Church","Western PA District C&MA",310939,5742165,secretary@clearfieldalliancechurch.org,Completed,Y
"Clearview C&MA Church","Northeastern District C&MA",304588,2436600,clearviewcmachurch@gmail.com,Completed,Y
"Clearwater Hmong Alliance Church","Hmong District C&MA",312273,7312150,cherxiongfl@yahoo.com,Completed,Y
"Clifton Flat Alliance Church","Western PA District C&MA",311302,5742518,cliftonflatcma@ymail.com,Completed,Y
"Clinton Alliance Church","Northeastern District C&MA",304561,2436550,clintoncma@optonline.net,Completed,Y
"Clover Pass Community Church","Alliance Northwest District C&MA",306036,3002256,office@cpccalliance.org,Completed,Y
"Clymer C&MA Church","Western PA District C&MA",310944,5742170,,Completed,Y
"Coal Run C&MA Church","Western PA District C&MA",310954,5742180,mpwood@verizon.net,Completed,Y
"Cochranton C&MA Church","Western PA District C&MA",310959,5742185,cochrantoncma@windstream.net,Completed,Y
"Cody Alliance Church","Rocky Mountain District C&MA",307201,3356228,office@codycma.org,Completed,Y
"Colonie Alliance Church","Northeastern District C&MA",304287,2436150,keithahobson@gmail.com,Completed,Y
"Columbia Christian Fellowship","Eastern PA District C&MA",301349,0942171,1290aprospectroad@gmail.com,Completed,Y
"Columbia Crossroads Church","The Alliance South",341956,3645100,info@columbiacrossroads.org,Completed,N
"Coming King Church of the C&MA","Metropolitan District C&MA",745529,1236010,pastorwaynecho@yahoo.com,Completed,Y
"Common Ground Church","North Central District C&MA",304969,2727244,gary@commongroundchurch.org,Completed,Y
"Common Ground Church of the C&MA","Rocky Mountain District C&MA",307182,3346500,church@commongroundcma.org,Completed,Y
"Common Ground Community","The Alliance South",763792,3645022,seventenezra@gmail.com,"Not Started",N
"Common Place East","Eastern PA District C&MA",301473,0942390,joshsarahgrimes@gmail.com,Completed,Y
"Communion Church","South Pacific Alliance",308306,3906575,info@communionsd.com,Completed,Y
"Community Alliance Church","Eastern PA District C&MA",301415,0942298,shannon@cacharrisburg.com,Completed,Y
"Community Alliance Church","North Central District C&MA",304931,2727180,communityalliance@citlink.net,Completed,Y
"Community Alliance Church","Eastern PA District C&MA",301295,0942080,commalliance@gmail.com,Completed,Y
"Community Alliance Church","Alliance Northwest District C&MA",306568,3053790,cmalliancechurch@aol.com,Completed,Y
"Community Alliance Church","North Central District C&MA",304889,2727085,cacdl@arvig.net,Completed,Y
"Community Alliance Church","Northeastern District C&MA",304254,2436090,pastoraaronkoonsman@gmail.com,Completed,Y
"Community Alliance Church","Ohio Valley District C&MA",305712,2821665,communityalliancechurch@outlook.com,Completed,N
"Community Alliance Church","Eastern PA District C&MA",301681,0942695,office@blesstowanda.org,Completed,Y
"Community Alliance Church","Northeastern District C&MA",304484,2436435,nhcommunityalliance@gmail.com,Completed,Y
"Community Alliance Church","The Alliance Southeast",308914,4212595,cacportsaintjohn@gmail.com,Completed,Y
"Community Alliance Church","Alliance New England",304137,2150350,smansfield@hinesburgcma.org,Completed,Y
"Community Alliance Church","Western Great Lakes District C&MA",310631,5555504,office@witheecac.org,Completed,Y
"Community Alliance Church","Rocky Mountain District C&MA",307017,3330348,havrecac@gmail.com,Completed,Y
"Community Alliance Church","The Alliance Southeast",309014,4212750,cacfla@gmail.com,Completed,Y
"Community Alliance Church","South Pacific Alliance",308010,3904810,info@cacwickenburg.org,Completed,Y
"Community Alliance Church","Central Pacific District C&MA",300825,0606414,office@communityac.org,Completed,Y
"Community Alliance Church","Hmong District C&MA",312486,7355750,cacsheboygan@gmail.com,Completed,Y
"Community Alliance Gospel of the C&MA","The Alliance Midwest District",760428,1817018,cagpastor@yahoo.com,"Not Started",N
"Community Bible Church","North Central District C&MA",304941,2727189,tckccleven@gvtel.com,Completed,Y
"Community Bible Church","Central District C&MA",300321,0339340,ericcooper5@yahoo.com,Completed,Y
"Community Bible Church","Central District C&MA",300558,0339945,office@discovercommunity.org,Completed,Y
"Community Chapel of C&MA","Alliance New England",303752,2109300,pastorJim@communitychapel.org,Completed,Y
